g68_test_result.dt,g68_test_result.platform,g68_test_result.forum_name,g68_test_result.brand,g68_test_result.car_series,g68_test_result.car_model,g68_test_result.content_id,g68_test_result.content_type,g68_test_result.content,g68_test_result.energy_type,g68_test_result.driven_kiloms,g68_test_result.url,g68_test_result.nlp_level_1,g68_test_result.nlp_level_2,g68_test_result.nlp_level_3,g68_test_result.nlp_level_4,g68_test_result.nlp_matched_key,g68_test_result.nlp_summaries,g68_test_result.nlp_rating,g68_test_result.nlp_total_score,g68_test_result.nlp_extra_data,g68_test_result.nlp_time,g68_test_result.nlp_unique_id,g68_test_result.nlp_sentiment
2024-05-14,autohome,宝马5系论坛,宝马,宝马5系,G68,108228285-1445123190,comment,论坛里真提车贴少的可怜。是不是证明了那句话，可怜之人必有可恨之处。,油车,NULL,http://club.autohome.com.cn/bbs/thread/6ae903f0a19215d6,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,510932210965246667_1_1,negative
2024-06-02,autohome,宝马5系论坛,宝马,宝马5系,G68,108377827,content,新款5系价格。今天去保养车。一个发小想去看5系。叫销售给算了下530领先的价格。首付11$$w?，月供66$$?。大概（报价单不让拍）说2年提前还款不用利息。合计下加5年利息。全部下来总价约在51w。各位5系车友都啥价格啊,油车,NULL,http://club.autohome.com.cn/bbs/thread/9024035d9a0451ba,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,526966891057060645_1_1,neutral
2024-05-19,autohome,宝马5系论坛,宝马,宝马5系,G68,108235957-1445339503,comment,尾部丑 其他还好，等国产m5包围，把后包围一换应该挺好,油车,NULL,http://club.autohome.com.cn/bbs/thread/42f451ecbb556a3a,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,530330082661868967_1_1,neutral
2024-05-28,懂车帝,,宝马,宝马5系,G68,7374040522534420490,content,全新宝马5系，43.99万起售，值得入手吗？,油车,NULL,https://www.dongchedi.com/ugc/article/7374040522534420490,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,537875774249399270_1_1,positive
2024-06-12,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446604105,comment,最丑的一代，没有之一,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,588900222512239490_1_1,negative
2024-05-11,懂车帝,,宝马,宝马5系,G68,7367367371109024548,comment,档把没了完全没法接受！前脸太难看了！年底置换e了，实在受不了新5系,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,623462765400974906_1_1,negative
2024-02-09,autohome,宝马5系论坛,宝马,宝马5系,G68,107553929,content,新5系至少等个八折，不会太久的当然想尝新肯定是要多付点💰的。,油车,NULL,http://club.autohome.com.cn/bbs/thread/2c2bdc9bcefd30be,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,637814555999419814_1_1,positive
2024-01-22,懂车帝,,宝马,宝马5系,G68,7326514892117574438,comment,是不是换新5准备[呲牙],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,641573230742966633_1_1,negative
2024-04-08,懂车帝,,宝马,宝马5系,G68,7355354075971814207,comment,我就是上一代5换新5，个人觉得没有网上说的那么不堪,油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,641798366516612059_1_1,neutral
2024-05-25,懂车帝,,宝马,宝马5系,G68,7372756950263726886,comment,我一直想知道是谁设计的新五系,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,741167906876838047_1_1,positive
2024-05-29,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445879838,comment,自己喜欢就好我是17款528,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,755536784983467914_1_1,positive
2024-04-17,懂车帝,,宝马,宝马5系,G68,7358503165031318326,comment,天天跑市里和高速 新款5系从没看见过[我想静静],油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,795339448532749004_1_1,neutral
2024-03-06,懂车帝,,宝马,宝马5系,G68,7343123716693639990,comment,不管新5还是老5，它就是5系，价格差不多就买6，而且现在买5背刺太严重，bsg 看看奔驰已经淘汰了，因为太容易坏了，国外5系用的isg ，国内用bsg，你去看看x5，很多bsg出问题,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,836793938257631695_1_1,negative
2024-03-26,autohome,宝马5系论坛,宝马,宝马5系,G68,107872827-1442512990,comment,必须666,油车,NULL,http://club.autohome.com.cn/bbs/thread/890ac58234b268cd,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,851465181894021019_1_1,neutral
2024-05-26,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445728679,comment,不喷你。但是不好说你朋友笑不笑话你,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:23,8289642934213262446_1_1,negative
2024-04-18,懂车帝,,宝马,宝马5系(进口),G68,7358849168292791059,comment,标轴绝对比上一代更好看，只是国人审美还没进步，嘴硬的自己去看看所有新出的轿车的车身线条，绝对是新5标轴这种柔和的线条，更高级。长轴就不协调了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:25,8302383780606834739_1_1,positive
2024-03-04,懂车帝,,宝马,宝马5系,G68,7342436566716907557,content,新5系来啦,油车,NULL,https://www.dongchedi.com/ugc/article/7342436566716907557,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,8330359814039892045_1_1,positive
2024-06-11,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446528253,comment,只能是这么垃圾的车托一眼就看出来,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,8336168926202410724_1_1,negative
2024-01-17,懂车帝,,宝马,宝马5系,G68,7324660682904584995,comment,对于新一代的5和e，对不起了宝马我选新e[我想静静][我想静静][我想静静]新5太特么丑了[我想静静][我想静静][我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,8372516601369167726_1_1,negative
2024-06-11,autohome,宝马5系论坛,宝马,宝马5系,G68,108399840-1446535419,comment,很多人估计是因为c柱上的5吧,油车,NULL,http://club.autohome.com.cn/bbs/thread/badc248ccc118ec5/108399840-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,8376474685040135966_1_1,positive
2024-05-25,懂车帝,,宝马,宝马5系,G68,1799952060148740,content,购入车款：宝马5系2024款530Li 领先型 M运动套装 购车时间：2024年5月 购入地点：遵义 裸车价：37.79万 落地价：42.79万 备注：宝马忠诚客户，优惠10.9万，裸车价：37.69万，贷款32万，五年总利息1.63万。月供5604。什么都没送。月底提车。不包含利息落地价：42.3万,油车,NULL,https://www.dongchedi.com/ugc/article/1799952060148740,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,8384562209076311952_1_1,positive
2024-06-02,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446074130,comment,外观是真的丑，6子这波躺赢,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,8424962593883614873_1_1,negative
2024-06-05,autohome,宝马5系论坛,宝马,宝马5系,G68,108396855-1446272501,comment,X3L？,油车,NULL,http://club.autohome.com.cn/bbs/thread/b1c32250ce01ac79,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,8449439717969954868_1_1,neutral
2024-04-05,懂车帝,,宝马,宝马5系,G68,7354174395449164595,comment,新款5系和7系颜值太差了，现在奔驰e级s级越看越好看[小鼓掌],油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,8488513551602562067_1_1,neutral
2024-04-06,懂车帝,,宝马,宝马5系,G68,7354548556738839307,comment,现在应该考虑6gt还是新5，毕竟价格都差不多，45左右，楼主推荐一下，6gt经典，但都是22款，5系新款，更时尚，不知该如何选择,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,8488890360869637948_1_1,positive
2024-02-09,懂车帝,,宝马,宝马i5,G68,7333249538410922788,comment,说新5好看的，都是充值了,电车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,8518537219290957538_1_1,positive
2024-06-09,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446483397,comment,你这拖多少钱发的！我奔驰给双倍,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,8546068648944453938_1_1,neutral
2024-02-09,懂车帝,,宝马,宝马i5,G68,7333437122193556233,comment,给我100块钱，我就说新款5系好看,电车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,8548440356418795809_1_1,positive
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446500577,comment,价格是真美丽，车是真的丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:46,8571731835182313195_1_1,neutral
2024-01-14,懂车帝,,宝马,宝马5系,G68,1788074459120651,content,纠结新5系和老款5系 目前530LI尊享大概在45能拿下来 想问下，新5系同款出来大概会高多少个W。 新5系和老5系哪个会更好一点,油车,NULL,https://www.dongchedi.com/ugc/article/1788074459120651,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,8576852615075671148_1_1,positive
2024-03-29,autohome,宝马5系论坛,宝马,宝马5系,G68,107896282-1442674639,comment,搞不懂宝马奔驰是谁负责外观设计的？流行怎么丑怎么来吗？,油车,NULL,http://club.autohome.com.cn/bbs/thread/d01d14056728b630,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,8589209507315276343_1_1,negative
2024-05-16,autohome,宝马5系论坛,宝马,宝马5系,G68,108235957-1445199835,comment,我觉得挺好看的啊,油车,NULL,http://club.autohome.com.cn/bbs/thread/42f451ecbb556a3a,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,8609678687405355856_1_1,positive
2024-03-25,懂车帝,,宝马,宝马5系,G68,1794514059706378,content,同志们，这是提问的最新报价表46.89万，新款530领先运动，看看价格怎么样,油车,NULL,https://www.dongchedi.com/ugc/article/1794514059706378,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,8651956359930440107_1_1,positive
2024-03-25,懂车帝,,宝马,宝马5系,G68,7349937317945819915,comment,宝马新5系图片看着丑，现场看——更丑，周围的朋友也都是这样的感觉，改得是个什么玩意儿[赞],油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,8654790105745775072_1_1,neutral
2024-02-25,懂车帝,,宝马,宝马5系,G68,7339222824081097481,comment,新5现在厂家明令禁止不准放优惠,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,8660867094998834360_1_1,negative
2024-05-24,懂车帝,,宝马,宝马5系(进口),G68,7372385696109085451,comment,我路上没看到新5[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,8739332532264557158_1_1,negative
2024-04-03,autohome,宝马5系论坛,宝马,宝马5系,G68,107935776-1442961645,comment,我准备买新五系，上述遭遇，是否也无法避免，只是早晚的事么,油车,NULL,http://club.autohome.com.cn/bbs/thread/482890335a57eae2,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,8848990880381042452_1_1,negative
2024-01-26,懂车帝,,宝马,宝马5系,G68,1789116362394714,content,全新宝马5系/i5正式上市，起售价都是43.99万元，宝马油电同价玩的溜，换你会选哪款？\n【请升级APP到最新版本参与投票】,油车,NULL,https://www.dongchedi.com/ugc/article/1789116362394714,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,8849062649102226236_1_1,positive
2024-04-11,懂车帝,,宝马,宝马5系,G68,7356404213226406694,comment,新五系主要输在外观方面了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,8873798594644276035_1_1,positive
2024-03-01,懂车帝,,宝马,宝马5系,G68,7341302532947312678,content,全新宝马5系试驾？不不不，是来追星的~,油车,NULL,https://www.dongchedi.com/ugc/article/7341302532947312678,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,8879293005309964680_1_1,positive
2024-06-09,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446474693,comment,更喜欢A6,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,8880400257625903570_1_1,positive
2024-04-17,autohome,宝马5系论坛,宝马,宝马5系,G68,108029370-1443681968,comment,建议视频要么统一竖屏要么统一横屏，来回切换的话感觉视频观感不是很好。另外手机摄像晃动有些明显,油车,NULL,http://club.autohome.com.cn/bbs/thread/14c3fca9095cee7a,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,8887136567065833092_1_1,neutral
2024-04-17,懂车帝,,宝马,宝马5系,G68,7358418286855586579,comment,新5系丑出天际，转头去看看6和e吧,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,8902165045142584528_1_1,negative
2024-05-02,autohome,宝马5系论坛,宝马,宝马5系,G68,108150734,content,试了一圈，还是5系的驾驶感最舒服。感觉换车了，又感觉没换。从F18进化到G68。我的第三辆车,油车,NULL,http://club.autohome.com.cn/bbs/thread/f6ce127ca51b6da8,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,8960236869026645672_1_1,positive
2024-06-12,autohome,宝马5系论坛,宝马,宝马5系,G68,108441897,content,1、对于真正的宝马粉和宝马车主来说，喷宝马新5系外观无可厚非，但作为我这种之前没怎么关注过宝马5系的人，对于宝马新5系外观，还真觉得不丑。非以上情况下，喷的人要么喷子，车都没见过，要么酸子，根本买不起2 、外观只是选车的标准之一，而不是唯一,油车,NULL,http://club.autohome.com.cn/bbs/thread/daa72ec35f22df69,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,8964683502933405597_1_1,negative
2024-05-30,懂车帝,,宝马,宝马5系,G68,1800456803883146,content,"喜提新车，这价格合适不？ 宝马5系2024款530Li 尊享型 豪华套装 2024-05在长沙购入 裸车价39.00万元, 落地价44.68万元 送4次保养，5年15w公里质保",油车,NULL,https://www.dongchedi.com/ugc/article/1800456803883146,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,8970923304033709065_1_1,positive
2024-04-25,autohome,宝马5系论坛,宝马,宝马5系,G68,108091778-1444132522,comment,这么丑，怎么下去嘴的,油车,NULL,http://club.autohome.com.cn/bbs/thread/4dad9e840bb76bde,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,8986464557155196824_1_1,negative
2024-06-11,autohome,宝马5系论坛,宝马,宝马5系,G68,108362701-1446584835,comment,新款5系设计我更喜欢，前卫。搞不懂你们啥眼光,油车,NULL,http://club.autohome.com.cn/bbs/thread/66d951baa42a2597,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,8995077417376650906_1_1,positive
2024-04-18,autohome,宝马5系论坛,宝马,宝马5系,G68,108036261-1443763398,comment,重点是价格依然坚挺就是不降价，隔壁a6销量杀疯了，去年底a6有个月销量破纪录的28000辆,油车,NULL,http://club.autohome.com.cn/bbs/thread/bdde8848d9d910ed,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,9000527118018814630_1_1,neutral
2024-06-06,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446289802,comment,我虽然不买，但觉得外观不难看呀，去看X6，顺便瞅了一眼5系，觉得还行，不像网上评价的那样呀,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:55,9085567041038103697_1_1,positive
2024-01-19,懂车帝,,宝马,宝马5系,G68,7325672424690122763,content,比奔驰E还豪华？体验全新宝马5系，这个设计你喜欢吗,油车,NULL,https://www.dongchedi.com/ugc/article/7325672424690122763,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-5565912509470203452_1_1,positive
2024-04-16,autohome,宝马5系论坛,宝马,宝马5系,G68,108021664-1443634329,comment,我是5:打七折马上买的、网上使劲喷,油车,NULL,http://club.autohome.com.cn/bbs/thread/6e13ba5b1bec4136,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-5548582903758172959_1_1,neutral
2024-06-09,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446473759,comment,以为是起亚,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-5530418699617338670_1_1,neutral
2024-05-19,懂车帝,,宝马,宝马5系,G68,1799442490682496,content,新5系在国外买的怎么样，华晨宝马有没有可能按照标轴重新设计长轴,油车,NULL,https://www.dongchedi.com/ugc/article/1799442490682496,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-5523585660873755950_1_1,positive
2024-04-01,懂车帝,,宝马,宝马5系,G68,7352698810394739519,comment,新5系上了这么久，路上就看到到过一台，说实话并不难看那个发光鼻孔挺新颖的，可能是价格还没到位吧[灵光一闪],油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-5520675473197049064_1_1,positive
2024-04-03,autohome,宝马5系论坛,宝马,宝马5系,G68,107936283-1442967929,comment,新五系我们这边销售说了，价格差不多给钱就卖了太愁卖了。E级那边全款55都拿不下你说买哪个？,油车,NULL,http://club.autohome.com.cn/bbs/thread/0e93f03228abe74f,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-5478758792421564369_1_1,negative
2024-05-17,pcauto,宝马5系,宝马,宝马5系-宝马5系(进口)-宝马5系新能源(进口)-宝马5系新能源,G68,23968529-193305415,comment,"您的帖子“<a href=""//bbs.pcauto.com.cn/topic-23968529.html"">全新黑武士，很喜欢</a>”由于内容丰富，已经设置成精华帖，记得继续努力写更多好的内容哦！",电车,NULL,https://m.pcauto.com.cn/bbs/topic-23968529.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-5447620423967335254_1_1,positive
2024-06-11,autohome,宝马5系论坛,宝马,宝马5系,G68,108407271-1446542979,comment,24款5系、跟发现5一样、废了、,油车,NULL,http://club.autohome.com.cn/bbs/thread/0ad41567a4fdfb9e/108407271-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-5373409457633114805_1_1,negative
2024-05-21,autohome,宝马5系论坛,宝马,宝马5系,G68,108278774-1445480967,comment,给后排也拍几张照片吧,油车,NULL,http://club.autohome.com.cn/bbs/thread/c17b243be0804939,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-5346131814372069370_1_1,neutral
2024-06-03,autohome,宝马5系论坛,宝马,宝马5系,G68,108367610-1446126804,comment,的确太油腻了，除了车标这就不是宝马！,油车,NULL,http://club.autohome.com.cn/bbs/thread/05c2181c9c06883b,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,-5314316552551709651_1_1,negative
2024-01-26,懂车帝,,宝马,宝马i5,G68,1789147915593732,content,新宝马5系和i5价格来了。 5系：43.99万-52.59万，依旧有标轴和长轴； 纯电i5：43.99万-46.59万，还有个M60的性能版63.99万。 这次5系的燃油版和纯电版的起售价相同，大家觉得哪款更香呢？#宝马5系# ​​​,电车,NULL,https://www.dongchedi.com/ugc/article/1789147915593732,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-5270889973028183217_1_1,positive
2024-06-06,autohome,宝马5系论坛,宝马,宝马5系,G68,108396855-1446287373,comment,X 2,油车,NULL,http://club.autohome.com.cn/bbs/thread/b1c32250ce01ac79,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-5240548699007432715_1_1,neutral
2024-04-20,懂车帝,,宝马,宝马5系(进口),G68,7359554040528864026,comment,昨天在小区门口看到一辆新5系，我特么完全不知道这是宝马哪一个型号，看着比老款顺眼多了，更流畅更年轻化，就是感觉太长了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-5219984528886949616_1_1,positive
2024-06-01,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446038680,comment,很好，我是新款525，开自己喜欢的车，做自己喜欢的事。致敬青春，迎接未来。,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-5218142092358717233_1_1,positive
2024-04-07,懂车帝,,宝马,宝马5系,G68,7354735144521188108,comment,新5我觉得最大的诟病就是后门了，你开门，各自低于170，手臂再短点，开门就特别别扭，要么你就开就退，要么就只能被门磕到胸口[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-5087977505262197193_1_1,negative
2024-03-05,懂车帝,,宝马,宝马5系,G68,7342702802453512971,comment,新a7l和新530差了10个w[我想静静][我想静静],油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-5045735582738083290_1_1,positive
2024-06-01,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446033881,comment,宝马的进气口高度真头疼，下大雨出门一点信心没有。。,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,-4964697137584443703_1_1,neutral
2024-05-26,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445721780,comment,325都当大冤种了。这新5又当了一次啊记吃不记打啊这是,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,-4923905466289506267_1_1,positive
2024-01-22,懂车帝,,宝马,宝马5系,G68,7326768543247106084,content,一分钟带你静态了解全新宝马5系有何亮点,油车,NULL,https://www.dongchedi.com/ugc/article/7326768543247106084,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,-4890198192589273805_1_1,positive
2024-04-15,懂车帝,,宝马,宝马5系,G68,7357672647171474195,comment,傻子都知道宝马新5系改的太丑,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,-4880991414151694588_1_1,negative
2024-06-09,autohome,宝马5系论坛,宝马,宝马5系,G68,108399840-1446462127,comment,525那个？后面这个连屏不错,油车,NULL,http://club.autohome.com.cn/bbs/thread/badc248ccc118ec5/108399840-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,-4876960816168725299_1_1,positive
2024-03-16,autohome,宝马5系论坛,宝马,宝马5系,G68,107793786,content,如题…大家讨论下，特别是新5,油车,NULL,http://club.autohome.com.cn/bbs/thread/5e78128a3768c665,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,-4871952374278533961_1_1,positive
2024-05-31,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446022399,comment,今天去试驾了，36万525豪华运动可以落地，但是要60分期，提前2年还要2.5万利息，差不多要38.5万。犹豫了。如果36就提了,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,-4853809216503475224_1_1,neutral
2024-04-27,懂车帝,,宝马,宝马5系,G68,7362415679032623922,comment,小区里有个新5系，开过来都没认出来，辨识度也没有了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:46,-4803405257114311320_1_1,positive
2024-04-09,懂车帝,,宝马,宝马5系,G68,7355721127639663401,comment,北京也没见过新5。一辆都没见过。,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,-4685548605701717931_1_1,negative
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108407271-1446504588,comment,这图就是个老款,油车,NULL,http://club.autohome.com.cn/bbs/thread/0ad41567a4fdfb9e/108407271-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:23,-1856992369517778345_1_1,neutral
2024-04-01,懂车帝,,宝马,宝马5系,G68,7352480744322827034,comment,就是丑巨丑，买新五系的，本来事业有成，稳重得体，结果杀马特，精神小伙[我想静静][我想静静],油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-1744883133269475840_1_1,positive
2024-04-16,懂车帝,,宝马,宝马5系,G68,7358043970525725503,comment,95后表示，新五系真的丑。但是……如果新五系加宽拍扁一些，说不定会很好看。,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-1739529215234655454_1_1,positive
2024-06-05,autohome,宝马5系论坛,宝马,宝马5系,G68,108396855-1446280432,comment,真丑呀,油车,NULL,http://club.autohome.com.cn/bbs/thread/b1c32250ce01ac79,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-1735519866751940236_1_1,negative
2024-05-28,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445821681,comment,我是宝马车主，丑不丑先不说，B48大面积漏水，修的怀疑人生，为了安全，官方应该召回，这已经不是通病了，是缺陷…,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-1699130596568903952_1_1,negative
